 UPDATE  The latest version of `serve` is 14.2.6
 HTTP  8/5/2026 12:09:36 AM 127.0.0.1 Returned 200 in 6 ms
 HTTP  8/5/2026 12:09:36 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 12:09:36 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 GET /_next/static/css/5c393348f9d586ae.css
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 Returned 200 in 5 ms
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 GET /_next/static/chunks/app/page-66b1e3ad64d16296.js
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 GET /_next/static/css/5c393348f9d586ae.css
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 Returned 200 in 5 ms
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 Returned 200 in 5 ms
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 GET /_next/static/chunks/app/page-66b1e3ad64d16296.js
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 12:09:37 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 12:09:43 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:09:43 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:09:43 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:09:43 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:09:44 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:09:44 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 12:09:44 AM 127.0.0.1 GET /_next/static/css/5c393348f9d586ae.css
 HTTP  8/5/2026 12:09:44 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:09:44 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 12:09:44 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 12:09:44 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 12:09:44 AM 127.0.0.1 Returned 200 in 5 ms
 HTTP  8/5/2026 12:09:44 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 12:09:44 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 12:09:44 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 12:09:44 AM 127.0.0.1 GET /_next/static/chunks/app/page-66b1e3ad64d16296.js
 HTTP  8/5/2026 12:09:44 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 12:09:44 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 12:09:44 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 12:09:44 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:09:45 AM 127.0.0.1 GET /_next/static/chunks/108.2f1a3717083ac47e.js
 HTTP  8/5/2026 12:09:45 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:09:45 AM 127.0.0.1 GET /_next/static/chunks/561.3cfba3e3fbcbabab.js
 HTTP  8/5/2026 12:09:45 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:09:45 AM 127.0.0.1 GET /wasm/vision_wasm_internal.js
 HTTP  8/5/2026 12:09:45 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:09:45 AM 127.0.0.1 GET /wasm/vision_wasm_internal.wasm
 HTTP  8/5/2026 12:09:45 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:09:45 AM 127.0.0.1 GET /models/pose_landmarker_full.task
 HTTP  8/5/2026 12:09:45 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 12:14:50 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:14:50 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:14:50 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:14:50 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 GET /_next/static/css/5c393348f9d586ae.css
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 GET /_next/static/chunks/app/page-699f7c396aae43c1.js
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 Returned 200 in 10 ms
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 Returned 200 in 9 ms
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 Returned 200 in 11 ms
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 GET /_next/static/css/5c393348f9d586ae.css
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 Returned 200 in 29 ms
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 Returned 200 in 32 ms
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 Returned 200 in 8 ms
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 Returned 200 in 8 ms
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 GET /_next/static/chunks/app/page-699f7c396aae43c1.js
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 Returned 200 in 10 ms
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 Returned 200 in 43 ms
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 Returned 200 in 23 ms
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 GET /_next/static/css/5c393348f9d586ae.css
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 GET /_next/static/chunks/app/page-699f7c396aae43c1.js
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 Returned 200 in 20 ms
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 Returned 200 in 23 ms
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 Returned 200 in 28 ms
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 Returned 200 in 34 ms
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 Returned 200 in 29 ms
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 Returned 200 in 28 ms
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 Returned 200 in 29 ms
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 12:14:52 AM 127.0.0.1 Returned 200 in 6 ms
 HTTP  8/5/2026 12:14:53 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 12:14:53 AM 127.0.0.1 GET /_next/static/css/5c393348f9d586ae.css
 HTTP  8/5/2026 12:14:53 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 12:14:53 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 12:14:53 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 12:14:53 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 12:14:53 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 12:14:53 AM 127.0.0.1 GET /_next/static/chunks/app/page-699f7c396aae43c1.js
 HTTP  8/5/2026 12:14:53 AM 127.0.0.1 Returned 200 in 34 ms
 HTTP  8/5/2026 12:14:53 AM 127.0.0.1 Returned 200 in 10 ms
 HTTP  8/5/2026 12:14:53 AM 127.0.0.1 Returned 200 in 11 ms
 HTTP  8/5/2026 12:14:53 AM 127.0.0.1 Returned 200 in 11 ms
 HTTP  8/5/2026 12:14:53 AM 127.0.0.1 Returned 200 in 8 ms
 HTTP  8/5/2026 12:14:53 AM 127.0.0.1 Returned 200 in 8 ms
 HTTP  8/5/2026 12:14:53 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 12:14:53 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:14:53 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 12:14:53 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:14:53 AM 127.0.0.1 GET /_next/static/chunks/108.2f1a3717083ac47e.js
 HTTP  8/5/2026 12:14:53 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 12:14:53 AM 127.0.0.1 GET /_next/static/chunks/561.3cfba3e3fbcbabab.js
 HTTP  8/5/2026 12:14:53 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 12:14:53 AM 127.0.0.1 GET /wasm/vision_wasm_internal.js
 HTTP  8/5/2026 12:14:53 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 12:14:53 AM 127.0.0.1 GET /wasm/vision_wasm_internal.wasm
 HTTP  8/5/2026 12:14:53 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:14:54 AM 127.0.0.1 GET /models/pose_landmarker_full.task
 HTTP  8/5/2026 12:14:54 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:15:33 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:15:33 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 12:15:33 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:15:33 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 GET /_next/static/css/5c393348f9d586ae.css
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 Returned 200 in 15 ms
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 GET /_next/static/chunks/app/page-699f7c396aae43c1.js
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 Returned 200 in 47 ms
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 Returned 200 in 65 ms
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 Returned 200 in 30 ms
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 Returned 200 in 28 ms
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 Returned 200 in 42 ms
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 GET /_next/static/css/5c393348f9d586ae.css
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 Returned 200 in 5 ms
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 GET /_next/static/chunks/app/page-699f7c396aae43c1.js
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 Returned 200 in 11 ms
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 Returned 200 in 7 ms
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 Returned 200 in 7 ms
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 Returned 200 in 9 ms
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 Returned 200 in 12 ms
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 Returned 200 in 14 ms
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 GET /_next/static/css/5c393348f9d586ae.css
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 GET /_next/static/chunks/app/page-699f7c396aae43c1.js
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 Returned 200 in 25 ms
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 Returned 200 in 22 ms
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 Returned 200 in 16 ms
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 Returned 200 in 10 ms
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 Returned 200 in 12 ms
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 Returned 200 in 14 ms
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:15:35 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 12:15:36 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 12:15:36 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 12:15:36 AM 127.0.0.1 GET /_next/static/css/5c393348f9d586ae.css
 HTTP  8/5/2026 12:15:36 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 12:15:36 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 12:15:36 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 12:15:36 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 12:15:36 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 12:15:36 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 12:15:36 AM 127.0.0.1 GET /_next/static/chunks/app/page-699f7c396aae43c1.js
 HTTP  8/5/2026 12:15:36 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 12:15:36 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 12:15:36 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 12:15:36 AM 127.0.0.1 Returned 200 in 5 ms
 HTTP  8/5/2026 12:15:36 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 12:15:36 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 12:15:36 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 12:15:36 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:15:36 AM 127.0.0.1 GET /_next/static/chunks/108.2f1a3717083ac47e.js
 HTTP  8/5/2026 12:15:36 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 12:15:36 AM 127.0.0.1 GET /_next/static/chunks/561.3cfba3e3fbcbabab.js
 HTTP  8/5/2026 12:15:36 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 12:15:36 AM 127.0.0.1 GET /wasm/vision_wasm_internal.js
 HTTP  8/5/2026 12:15:36 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 12:15:36 AM 127.0.0.1 GET /wasm/vision_wasm_internal.wasm
 HTTP  8/5/2026 12:15:36 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:15:37 AM 127.0.0.1 GET /models/pose_landmarker_full.task
 HTTP  8/5/2026 12:15:37 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 12:16:22 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:16:22 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:16:22 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:16:22 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /_next/static/css/5c393348f9d586ae.css
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 5 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /_next/static/chunks/app/page-699f7c396aae43c1.js
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 5 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 5 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 6 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /_next/static/css/5c393348f9d586ae.css
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /_next/static/chunks/app/page-699f7c396aae43c1.js
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 70 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 43 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 37 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 25 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 19 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 18 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /_next/static/css/5c393348f9d586ae.css
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /_next/static/chunks/app/page-699f7c396aae43c1.js
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 11 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 10 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 10 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 11 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 9 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 8 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 6 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /_next/static/css/5c393348f9d586ae.css
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 6 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 7 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 8 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /_next/static/chunks/app/page-699f7c396aae43c1.js
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 10 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 8 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 14 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 10 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 13 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 Returned 200 in 6 ms
 HTTP  8/5/2026 12:16:24 AM 127.0.0.1 GET /_next/static/css/5c393348f9d586ae.css
